#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
tw-tipo-trademark-47001475df93b2e2f4bf:zh-en	放弃、抛弃	abandonment	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:3	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-47001475df93b2e2f4bf:en-zh	abandonment	放弃、抛弃	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:3	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-478a50c1e0f650f62daa:zh-en	来源	source	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:527	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-478a50c1e0f650f62daa:en-zh	source	来源	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:527	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-481f43580a81fa480781:zh-en	服务标章	service mark	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:519	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-481f43580a81fa480781:en-zh	service mark	服务标章	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:519	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48abef0b86fbc2ef7e60:zh-en	实体、存在、本质	entities	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:185	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48abef0b86fbc2ef7e60:en-zh	entities	实体、存在、本质	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:185	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48ce13fa435a7054fe73:zh-en	实体核驳	substantive refusal	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:544	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48ce13fa435a7054fe73:en-zh	substantive refusal	实体核驳	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:544	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48dd999a0d79c96b1c73:zh-en	通知函	action	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:9	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48dd999a0d79c96b1c73:en-zh	action	通知函	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:9	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48dfd8256b42784a0817:zh-en	商业上	in commerce	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:87	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-48dfd8256b42784a0817:en-zh	in commerce	商业上	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:87	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-495d5bcb2d240da55ca6:zh-en	明暗、阴影	shading	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:510	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-495d5bcb2d240da55ca6:en-zh	shading	明暗、阴影	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:510	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-49de3d6dd47e0cedf72d:zh-en	本国注册或申请	home registration or application	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:273	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-49de3d6dd47e0cedf72d:en-zh	home registration or application	本国注册或申请	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:273	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4b07242d4be24925ca38:zh-en	本身	per se	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:405	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4b07242d4be24925ca38:en-zh	per se	本身	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:405	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4b53be8fc52fcf29a879:zh-en	第三人异议	observations	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:376	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4b53be8fc52fcf29a879:en-zh	observations	第三人异议	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:376	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4c1c6979d6268f19295d:zh-en	登记处、注册处	registry	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:479	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4c1c6979d6268f19295d:en-zh	registry	登记处、注册处	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:479	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4d5014e794eb66d19203:zh-en	通体判断原则	global assessment	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:257	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4d5014e794eb66d19203:en-zh	global assessment	通体判断原则	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:257	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4d61051c68a98d7d8e1e:zh-en	并存协议	coexistence agreement	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:81	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4d61051c68a98d7d8e1e:en-zh	coexistence agreement	并存协议	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:81	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4dcb7d71b37e3c061f67:zh-en	制度、习俗	institutions	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:307	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4dcb7d71b37e3c061f67:en-zh	institutions	制度、习俗	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:307	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4e028f2f6d41d3ccd481:zh-en	商标注册	trademark registration	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:477	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4e028f2f6d41d3ccd481:en-zh	trademark registration	商标注册	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:477	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4e647bd1f35df07a7d1a:zh-en	申请人必以美国国会规定之商品或服务具体指定商标持续使用之商业交易。	An applicant must be using its trademark in commerce, which the U. S. Congress can regulate on all of the goods or services listed in the identification.	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:581	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4e647bd1f35df07a7d1a:en-zh	An applicant must be using its trademark in commerce, which the U. S. Congress can regulate on all of the goods or services listed in the identification.	申请人必以美国国会规定之商品或服务具体指定商标持续使用之商业交易。	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:581	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4fef1412f1891ba882cd:zh-en	审查	examination	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:202	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-4fef1412f1891ba882cd:en-zh	examination	审查	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:202	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-50061b7d2270be3e876c:zh-en	自由、独立自主	freedom	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:243	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-50061b7d2270be3e876c:en-zh	freedom	自由、独立自主	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:243	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5024d62598977a59b5a4:zh-en	认为、视作	deem	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:135	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5024d62598977a59b5a4:en-zh	deem	认为、视作	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:135	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-506805bca4ca5051538d:zh-en	可辨认的、足以识别的	recognizable	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:463	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-506805bca4ca5051538d:en-zh	recognizable	可辨认的、足以识别的	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:463	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-516b5cd1cff807c7a402:zh-en	频繁地、屡次地	frequently	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:244	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-516b5cd1cff807c7a402:en-zh	frequently	频繁地、屡次地	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:244	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-51c0522dafa27772fe59:zh-en	共同体新式样	Community Designs Regulation	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:64	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-51c0522dafa27772fe59:en-zh	Community Designs Regulation	共同体新式样	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:64	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-51faf63ecc9f262a0fa8:zh-en	混淆之虞	likelihood of confusion	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:343	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-51faf63ecc9f262a0fa8:en-zh	likelihood of confusion	混淆之虞	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:343	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5228af0a1e3bd68621c5:zh-en	外观	appearance	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:29	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5228af0a1e3bd68621c5:en-zh	appearance	外观	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:29	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-52552ecb90aeffa0d7c0:zh-en	申请恢复申请案	petition to revive an application	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:410	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-52552ecb90aeffa0d7c0:en-zh	petition to revive an application	申请恢复申请案	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:410	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-52918c533e0ef1e98119:zh-en	形成、构成	form	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:235	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-52918c533e0ef1e98119:en-zh	form	形成、构成	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:235	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-53430d92ee40f2304be1:zh-en	法令、条例	ordinance	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:390	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-53430d92ee40f2304be1:en-zh	ordinance	法令、条例	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:390	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5412b26337d0545f3967:zh-en	姓氏	surname	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:550	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5412b26337d0545f3967:en-zh	surname	姓氏	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:550	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-548b4de1a78f0ba33350:zh-en	产品或服务与产地之关联性	Goods/Place or Services/Place Association	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:264	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-548b4de1a78f0ba33350:en-zh	Goods/Place or Services/Place Association	产品或服务与产地之关联性	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:264	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-54d2bb01c64b3227bca4:zh-en	互惠待遇	reciprocal treatment	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:462	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-54d2bb01c64b3227bca4:en-zh	reciprocal treatment	互惠待遇	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:462	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-54e24ae4cc0be6e7331f:zh-en	证据	evidence	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:198	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-54e24ae4cc0be6e7331f:en-zh	evidence	证据	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:198	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-55674121fdb526fc836b:zh-en	有特殊意义的、重要的、重大的	significant	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:512	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-55674121fdb526fc836b:en-zh	significant	有特殊意义的、重要的、重大的	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:512	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-55e34fadee48029631b3:zh-en	移转登记	recordation of the assignment	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:43	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-55e34fadee48029631b3:en-zh	recordation of the assignment	移转登记	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:43	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-56197ffdd3ec97bf7c80:zh-en	权利金	royalty	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:499	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-56197ffdd3ec97bf7c80:en-zh	royalty	权利金	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:499	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-56afc9f14a9328cd8aff:zh-en	事实真相、是非曲直	merits	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:361	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-56afc9f14a9328cd8aff:en-zh	merits	事实真相、是非曲直	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:361	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-56c299aceb0633138347:zh-en	国际注册	international registration(IR)	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:318	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-56c299aceb0633138347:en-zh	international registration(IR)	国际注册	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:318	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-570294549324d42ed9b9:zh-en	公司合并	merger of business	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:360	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-570294549324d42ed9b9:en-zh	merger of business	公司合并	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:360	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-57c9a817f8c75edef227:zh-en	判例法	decisional law	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:131	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-57c9a817f8c75edef227:en-zh	decisional law	判例法	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:131	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-59d66c755dc0196864d8:zh-en	实际的、事实上的、现实的	actual	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:10	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-59d66c755dc0196864d8:en-zh	actual	实际的、事实上的、现实的	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:10	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-59f1219b48731a279059:zh-en	注册	registration	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:476	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-59f1219b48731a279059:en-zh	registration	注册	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:476	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5a146a3407fc65932545:zh-en	可靠证据	credible evidence	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:121	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5a146a3407fc65932545:en-zh	credible evidence	可靠证据	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:121	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5b1a9cda0682f227e278:zh-en	证明	identification	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:278	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5b1a9cda0682f227e278:en-zh	identification	证明	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:278	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5b2e3825451d6ebcb0f3:zh-en	固定的	litmus	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:346	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5b2e3825451d6ebcb0f3:en-zh	litmus	固定的	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:346	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5b4d7f0eea36bb9e9ffa:zh-en	反对、抗拒	oppose	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:385	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5b4d7f0eea36bb9e9ffa:en-zh	oppose	反对、抗拒	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:385	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5bbe6e03c215a3903113:zh-en	来源指示者	source indicator	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:530	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5bbe6e03c215a3903113:en-zh	source indicator	来源指示者	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:530	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5bca68a89399584fd70b:zh-en	错误的描述	misdescription	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:362	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5bca68a89399584fd70b:en-zh	misdescription	错误的描述	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:362	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5c02d1c7f7ad7829d1bd:zh-en	资料	material	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:352	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5c02d1c7f7ad7829d1bd:en-zh	material	资料	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:352	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5ce637dd27d48ef69237:zh-en	分割	divide	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:162	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5ce637dd27d48ef69237:en-zh	divide	分割	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:162	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5d8d3465ec720dc8e293:zh-en	暂时限制令	temporary restraining order(TRO)	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:553	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5d8d3465ec720dc8e293:en-zh	temporary restraining order(TRO)	暂时限制令	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:553	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5e6462363154f819c0dc:zh-en	条款	provision	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:452	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5e6462363154f819c0dc:en-zh	provision	条款	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:452	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5eedb918648326a6babd:zh-en	善意意图使用商标于商业上	bona fide intent to use a mark in commerce	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:53	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5eedb918648326a6babd:en-zh	bona fide intent to use a mark in commerce	善意意图使用商标于商业上	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:53	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5f040b58ebcd3c5202ff:zh-en	优先考量	overriding concern	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:394	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5f040b58ebcd3c5202ff:en-zh	overriding concern	优先考量	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:394	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5f762a06fb36a210bd68:zh-en	淡化系指被告使用著名商标虽无致混淆之虞，但有污损商标之形象或模糊商标之识别性，为商标侵权的态样之一。	Dilution is a variety of trademark infringement that protects famous trademarks from situations where there is not a likelihood of confusion, but where the defendant's use of the famous mark tarnishes the image of the mark or blurs the distinctiveness of the mark .	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:151	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5f762a06fb36a210bd68:en-zh	Dilution is a variety of trademark infringement that protects famous trademarks from situations where there is not a likelihood of confusion, but where the defendant's use of the famous mark tarnishes the image of the mark or blurs the distinctiveness of the mark .	淡化系指被告使用著名商标虽无致混淆之虞，但有污损商标之形象或模糊商标之识别性，为商标侵权的态样之一。	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:151	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5fc327ade1e3b39b6ec0:zh-en	盾形纹章	coat of arms	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:79	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5fc327ade1e3b39b6ec0:en-zh	coat of arms	盾形纹章	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:79	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5fc6c9def43df35451ec:zh-en	必要的、不可缺的	essential (+to/for)	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:193	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-5fc6c9def43df35451ec:en-zh	essential (+to/for)	必要的、不可缺的	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:193	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-609f8b508ba2e377b64f:zh-en	交叉检索	cross-search	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:122	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-609f8b508ba2e377b64f:en-zh	cross-search	交叉检索	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:122	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-60a3efb5fd787b996d9a:zh-en	州际商业	interstate commerce	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:321	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-60a3efb5fd787b996d9a:en-zh	interstate commerce	州际商业	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:321	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-614dae1d4256467e212a:zh-en	伪造的	counterfeiting	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:119	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-614dae1d4256467e212a:en-zh	counterfeiting	伪造的	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:119	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-6193864de1ec874a5ad5:zh-en	提出、宣称、声明	allege	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:20	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-6193864de1ec874a5ad5:en-zh	allege	提出、宣称、声明	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:20	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-639dea57b0df3f9859c3:zh-en	一般公众	general public	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:252	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-639dea57b0df3f9859c3:en-zh	general public	一般公众	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:252	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
tw-tipo-trademark-63e44ca8c22f68e95a91:zh-en	创造性商标	fanciful or coined mark	来源地区 TW / 法域 待核查 / A13070000G		tw-tipo-trademark:216	OpenLegalLexicon origin::TW review::source_attributed domain::intellectual_property
