#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
cn-network-dissemination:en-zh	right of communication through information networks	信息网络传播权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	以有线或无线方式向公众提供作品，使其可在自己选定的时间和地点获得作品的权利。 注意公众可自行选择时间地点的特征，与广播权的条文表述区分。 项目释译，非官方译文；采用解释性英文，不将全部网络行为自动归入本权利。	oll-cn-core:cn-network-dissemination | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-no-capacity:zh-en	无民事行为能力	lack of capacity for civil juristic acts	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法由法定代理人代理实施民事法律行为的状态。 不满八周岁未成年人、不能辨认自己行为的成年人，以及符合第二十一条第二款的未成年人属于相应情形。 项目释译，非官方译文；本词不意味着没有民事权利能力。	oll-cn-core:cn-no-capacity | 中华人民共和国民法典（2020） 第20,21条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-no-capacity:en-zh	lack of capacity for civil juristic acts	无民事行为能力	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法由法定代理人代理实施民事法律行为的状态。 不满八周岁未成年人、不能辨认自己行为的成年人，以及符合第二十一条第二款的未成年人属于相应情形。 项目释译，非官方译文；本词不意味着没有民事权利能力。	oll-cn-core:cn-no-capacity | 中华人民共和国民法典（2020） 第20,21条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-no-fault-tort-liability:zh-en	无过错责任	no-fault tort liability	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	法律规定不以行为人有无过错为条件而承担侵权责任的归责方式。 须有法律规定作为依据，不能仅因发生损害就普遍适用。 项目释译，非官方译文；不声称与各法域 strict liability 的适用范围完全相同。	oll-cn-core:cn-no-fault-tort-liability | 中华人民共和国民法典（2020） 第1166条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-no-fault-tort-liability:en-zh	no-fault tort liability	无过错责任	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	法律规定不以行为人有无过错为条件而承担侵权责任的归责方式。 须有法律规定作为依据，不能仅因发生损害就普遍适用。 项目释译，非官方译文；不声称与各法域 strict liability 的适用范围完全相同。	oll-cn-core:cn-no-fault-tort-liability | 中华人民共和国民法典（2020） 第1166条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-non-profit-legal-person:zh-en	非营利法人	non-profit legal person	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	为公益或者其他非营利目的成立，且不向出资人、设立人或会员分配所获利润的法人。 判断要点包括设立目的和不分配利润；不能仅凭是否收取费用判断。 项目释译，非官方译文；non-profit 不宜误译成完全不得取得收入。	oll-cn-core:cn-non-profit-legal-person | 中华人民共和国民法典（2020） 第87条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-non-profit-legal-person:en-zh	non-profit legal person	非营利法人	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	为公益或者其他非营利目的成立，且不向出资人、设立人或会员分配所获利润的法人。 判断要点包括设立目的和不分配利润；不能仅凭是否收取费用判断。 项目释译，非官方译文；non-profit 不宜误译成完全不得取得收入。	oll-cn-core:cn-non-profit-legal-person | 中华人民共和国民法典（2020） 第87条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-notice-capital-call:zh-en	催缴书	written call for capital contribution	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	公司发现股东未按期足额出资后，向其发出的书面催缴文件。 催缴出资及失权通知分别有法定程序，不能只凭欠缴事实直接替代通知。 项目释译，非官方译文；call 在此指要求缴纳资本，不是电话呼叫。	oll-cn-core:cn-notice-capital-call | 中华人民共和国公司法（2023修订） 第51,52条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-notice-capital-call:en-zh	written call for capital contribution	催缴书	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	公司发现股东未按期足额出资后，向其发出的书面催缴文件。 催缴出资及失权通知分别有法定程序，不能只凭欠缴事实直接替代通知。 项目释译，非官方译文；call 在此指要求缴纳资本，不是电话呼叫。	oll-cn-core:cn-notice-capital-call | 中华人民共和国公司法（2023修订） 第51,52条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-offer:zh-en	要约	offer	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	内容具体确定，且表明经受要约人承诺即受约束的订约意思表示。 同时注意内容确定性与承诺后受约束的意思，不能把所有商业宣传都当作要约。 项目释译，非官方译文；与 invitation to offer 区分。	oll-cn-core:cn-offer | 中华人民共和国民法典（2020） 第472条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-offer:en-zh	offer	要约	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	内容具体确定，且表明经受要约人承诺即受约束的订约意思表示。 同时注意内容确定性与承诺后受约束的意思，不能把所有商业宣传都当作要约。 项目释译，非官方译文；与 invitation to offer 区分。	oll-cn-core:cn-offer | 中华人民共和国民法典（2020） 第472条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-ownership:zh-en	所有权	ownership	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	所有权人依法对自己的动产或不动产享有占有、使用、收益和处分的权利。 四项权能应与仅包含部分权能的用益物权区分。 项目释译，非官方译文；title 有时涉及权属，本库以 ownership 作为本概念主译。	oll-cn-core:cn-ownership | 中华人民共和国民法典（2020） 第240条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::civil jurisdiction::CN
cn-ownership:en-zh	ownership	所有权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	所有权人依法对自己的动产或不动产享有占有、使用、收益和处分的权利。 四项权能应与仅包含部分权能的用益物权区分。 项目释译，非官方译文；title 有时涉及权属，本库以 ownership 作为本概念主译。	oll-cn-core:cn-ownership | 中华人民共和国民法典（2020） 第240条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::civil jurisdiction::CN
cn-permitted-use:zh-en	合理使用	permitted use under statutory copyright limitations	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	在法律列举情形及限制条件下，可以不经许可且不付报酬使用作品的制度。 仍须署名、指明作品，并不得影响正常使用或不合理损害权利人合法权益；课堂用途有专门范围限制。 项目释译，非官方译文；本译法突出法定列举限制，不直接等同美国 fair use 的开放式判断。	oll-cn-core:cn-permitted-use | 中华人民共和国著作权法（2020修正） 第24条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-permitted-use:en-zh	permitted use under statutory copyright limitations	合理使用	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	在法律列举情形及限制条件下，可以不经许可且不付报酬使用作品的制度。 仍须署名、指明作品，并不得影响正常使用或不合理损害权利人合法权益；课堂用途有专门范围限制。 项目释译，非官方译文；本译法突出法定列举限制，不直接等同美国 fair use 的开放式判断。	oll-cn-core:cn-permitted-use | 中华人民共和国著作权法（2020修正） 第24条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-personal-information:zh-en	个人信息	personal information	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	以电子或其他方式记录、与已识别或可识别自然人有关的各种信息，不包括匿名化后的信息。 个人信息处理涵盖收集、存储、使用、加工、传输、提供、公开和删除等活动。 项目释译，非官方译文；采用本法 personal information 语境，不默认与其他法域 personal data 的边界完全相同。	oll-cn-core:cn-personal-information | 中华人民共和国个人信息保护法（2021） 第4条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-personal-information:en-zh	personal information	个人信息	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	以电子或其他方式记录、与已识别或可识别自然人有关的各种信息，不包括匿名化后的信息。 个人信息处理涵盖收集、存储、使用、加工、传输、提供、公开和删除等活动。 项目释译，非官方译文；采用本法 personal information 语境，不默认与其他法域 personal data 的边界完全相同。	oll-cn-core:cn-personal-information | 中华人民共和国个人信息保护法（2021） 第4条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-pipia:zh-en	个人信息保护影响评估	personal information protection impact assessment	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	在敏感信息、自动化决策等法定高影响处理活动前开展并记录的评估。 第五十五条列举委托处理、公开、向境外提供等触发情形，应逐项核对。 项目释译，非官方译文；本库可读英文保留 personal information protection，不把其他法域缩写制度直接移入。	oll-cn-core:cn-pipia | 中华人民共和国个人信息保护法（2021） 第55条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-pipia:en-zh	personal information protection impact assessment	个人信息保护影响评估	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	在敏感信息、自动化决策等法定高影响处理活动前开展并记录的评估。 第五十五条列举委托处理、公开、向境外提供等触发情形，应逐项核对。 项目释译，非官方译文；本库可读英文保留 personal information protection，不把其他法域缩写制度直接移入。	oll-cn-core:cn-pipia | 中华人民共和国个人信息保护法（2021） 第55条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-pledge-movables:zh-en	动产质权	pledge over movables	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	债务人或第三人将动产交由债权人占有，使债权人依法就其优先受偿的权利。 本词专指动产质权，突出占有移转；不概括全部权利质押制度。 项目释译，非官方译文；与不转移占有的 mortgage right 区分。	oll-cn-core:cn-pledge-movables | 中华人民共和国民法典（2020） 第425条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::finance jurisdiction::CN
cn-pledge-movables:en-zh	pledge over movables	动产质权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	债务人或第三人将动产交由债权人占有，使债权人依法就其优先受偿的权利。 本词专指动产质权，突出占有移转；不概括全部权利质押制度。 项目释译，非官方译文；与不转移占有的 mortgage right 区分。	oll-cn-core:cn-pledge-movables | 中华人民共和国民法典（2020） 第425条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::finance jurisdiction::CN
cn-precontractual-liability:zh-en	缔约过失责任	pre-contractual liability	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	在订立合同过程中因恶意磋商、故意隐瞒重要事实等违背诚信的行为造成损失而承担的赔偿责任。 关注订约过程及造成的损失，区别于已成立合同义务的违约责任。 项目释译，非官方译文；该名称是对第五百条制度的概括，不是该条逐字出现的标题。	oll-cn-core:cn-precontractual-liability | 中华人民共和国民法典（2020） 第500条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-precontractual-liability:en-zh	pre-contractual liability	缔约过失责任	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	在订立合同过程中因恶意磋商、故意隐瞒重要事实等违背诚信的行为造成损失而承担的赔偿责任。 关注订约过程及造成的损失，区别于已成立合同义务的违约责任。 项目释译，非官方译文；该名称是对第五百条制度的概括，不是该条逐字出现的标题。	oll-cn-core:cn-precontractual-liability | 中华人民共和国民法典（2020） 第500条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-preemptive-purchase:zh-en	股权优先购买权	pre-emptive right to purchase transferred equity	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	有限责任公司股东对向股东以外的人转让的股权，在同等条件下优先购买的权利。 通知事项包括数量、价格、支付方式与期限；还应核对章程的特别规定。 项目释译，非官方译文；本词对应股权转让，不是新增资本认购权。	oll-cn-core:cn-preemptive-purchase | 中华人民共和国公司法（2023修订） 第84条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-preemptive-purchase:en-zh	pre-emptive right to purchase transferred equity	股权优先购买权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	有限责任公司股东对向股东以外的人转让的股权，在同等条件下优先购买的权利。 通知事项包括数量、价格、支付方式与期限；还应核对章程的特别规定。 项目释译，非官方译文；本词对应股权转让，不是新增资本认购权。	oll-cn-core:cn-preemptive-purchase | 中华人民共和国公司法（2023修订） 第84条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-privacy-right:zh-en	隐私权	right to privacy	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	自然人对私人生活安宁及不愿他人知晓的私密空间、活动和信息所享有的权利。 个人信息中的私密信息优先适用隐私权规定；个人信息与隐私并非完全同义。 项目释译，非官方译文；本词条说明民法典语境，不直接概括全部数据保护权利。	oll-cn-core:cn-privacy-right | 中华人民共和国民法典（2020） 第1032,1034条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::privacy jurisdiction::CN
cn-privacy-right:en-zh	right to privacy	隐私权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	自然人对私人生活安宁及不愿他人知晓的私密空间、活动和信息所享有的权利。 个人信息中的私密信息优先适用隐私权规定；个人信息与隐私并非完全同义。 项目释译，非官方译文；本词条说明民法典语境，不直接概括全部数据保护权利。	oll-cn-core:cn-privacy-right | 中华人民共和国民法典（2020） 第1032,1034条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil domain::privacy jurisdiction::CN
cn-public-order-good-morals:zh-en	公序良俗	public order and good morals	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事法律行为不得违背的公共秩序与善良风俗要求。 违背公序良俗的民事法律行为无效；它与违反强制性规定的判断分别列示。 项目释译，非官方译文；本短语保留中国民法概念，不简化成任意个人道德评价。	oll-cn-core:cn-public-order-good-morals | 中华人民共和国民法典（2020） 第143,153条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil jurisdiction::CN
cn-public-order-good-morals:en-zh	public order and good morals	公序良俗	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事法律行为不得违背的公共秩序与善良风俗要求。 违背公序良俗的民事法律行为无效；它与违反强制性规定的判断分别列示。 项目释译，非官方译文；本短语保留中国民法概念，不简化成任意个人道德评价。	oll-cn-core:cn-public-order-good-morals | 中华人民共和国民法典（2020） 第143,153条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil jurisdiction::CN
cn-registered-capital:zh-en	注册资本	registered capital	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	有限责任公司在登记机关登记的全体股东认缴出资额。 本词条依据第四十七条的有限责任公司规则；认缴额不等于已经实缴的金额，期限另受条文及特别规定约束。 项目释译，非官方译文；registered 不代表资金已全部到账。	oll-cn-core:cn-registered-capital | 中华人民共和国公司法（2023修订） 第47条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-registered-capital:en-zh	registered capital	注册资本	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	有限责任公司在登记机关登记的全体股东认缴出资额。 本词条依据第四十七条的有限责任公司规则；认缴额不等于已经实缴的金额，期限另受条文及特别规定约束。 项目释译，非官方译文；registered 不代表资金已全部到账。	oll-cn-core:cn-registered-capital | 中华人民共和国公司法（2023修订） 第47条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-relevant-market:zh-en	相关市场	relevant market	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	经营者在一定时期就特定商品或服务竞争的商品范围和地域范围。 相关市场同时涉及商品与地域，不能只用单一企业的业务名称代替。 项目释译，非官方译文；relevant 不表示所有有商业联系的市场。	oll-cn-core:cn-relevant-market | 中华人民共和国反垄断法（2022修正） 第15条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition jurisdiction::CN
cn-relevant-market:en-zh	relevant market	相关市场	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国反垄断法（2022修正）	经营者在一定时期就特定商品或服务竞争的商品范围和地域范围。 相关市场同时涉及商品与地域，不能只用单一企业的业务名称代替。 项目释译，非官方译文；relevant 不表示所有有商业联系的市场。	oll-cn-core:cn-relevant-market | 中华人民共和国反垄断法（2022修正） 第15条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::competition jurisdiction::CN
cn-reproduction-right:zh-en	复制权	right of reproduction	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	以印刷、复印、录音录像、数字化等方式把作品制作一份或多份的权利。 数字化复制也在条文列举中，不能仅按实体复印理解。 项目释译，非官方译文；reproduction 与向公众提供复制件的 distribution 分开。	oll-cn-core:cn-reproduction-right | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-reproduction-right:en-zh	right of reproduction	复制权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国著作权法（2020修正）	以印刷、复印、录音录像、数字化等方式把作品制作一份或多份的权利。 数字化复制也在条文列举中，不能仅按实体复印理解。 项目释译，非官方译文；reproduction 与向公众提供复制件的 distribution 分开。	oll-cn-core:cn-reproduction-right | 中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::intellectual_property jurisdiction::CN
cn-reputation-right:zh-en	名誉权	right to reputation	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事主体就其品德、声望、才能、信用等社会评价所享有的民事权利。 侮辱、诽谤等方式不得侵害名誉权；名誉与自然人的私人生活隐私是不同保护对象。 项目释译，非官方译文；不限于商业商誉 goodwill。	oll-cn-core:cn-reputation-right | 中华人民共和国民法典（2020） 第1024条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-reputation-right:en-zh	right to reputation	名誉权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	民事主体就其品德、声望、才能、信用等社会评价所享有的民事权利。 侮辱、诽谤等方式不得侵害名誉权；名誉与自然人的私人生活隐私是不同保护对象。 项目释译，非官方译文；不限于商业商誉 goodwill。	oll-cn-core:cn-reputation-right | 中华人民共和国民法典（2020） 第1024条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::civil jurisdiction::CN
cn-right-of-habitation:zh-en	居住权	right of habitation	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	按合同约定对他人住宅享有占有、使用，以满足生活居住需要的用益物权。 条文语境中的居住权是物权类型，不是日常描述的居住事实。 项目释译，非官方译文；不直接等同租赁权。	oll-cn-core:cn-right-of-habitation | 中华人民共和国民法典（2020） 第366条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::civil jurisdiction::CN
cn-right-of-habitation:en-zh	right of habitation	居住权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	按合同约定对他人住宅享有占有、使用，以满足生活居住需要的用益物权。 条文语境中的居住权是物权类型，不是日常描述的居住事实。 项目释译，非官方译文；不直接等同租赁权。	oll-cn-core:cn-right-of-habitation | 中华人民共和国民法典（2020） 第366条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::civil jurisdiction::CN
cn-right-of-retention:zh-en	留置权	right of retention	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	债务人不履行到期债务时，债权人留置已合法占有的债务人动产并依法优先受偿的权利。 基础事实是债权人已经合法占有债务人的动产。 项目释译，非官方译文；不直接套用其他法域 lien 的全部类型。	oll-cn-core:cn-right-of-retention | 中华人民共和国民法典（2020） 第447条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::finance jurisdiction::CN
cn-right-of-retention:en-zh	right of retention	留置权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	债务人不履行到期债务时，债权人留置已合法占有的债务人动产并依法优先受偿的权利。 基础事实是债权人已经合法占有债务人的动产。 项目释译，非官方译文；不直接套用其他法域 lien 的全部类型。	oll-cn-core:cn-right-of-retention | 中华人民共和国民法典（2020） 第447条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::finance jurisdiction::CN
cn-security-right:zh-en	担保物权	security right in property	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	在债务不履行或约定实现情形发生时，依法就担保财产优先受偿的物权。 法律另有规定的除外；优先受偿的对象是担保财产。 项目释译，非官方译文；security 在此不是证券，也不是信息安全。	oll-cn-core:cn-security-right | 中华人民共和国民法典（2020） 第386条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::finance jurisdiction::CN
cn-security-right:en-zh	security right in property	担保物权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	在债务不履行或约定实现情形发生时，依法就担保财产优先受偿的物权。 法律另有规定的除外；优先受偿的对象是担保财产。 项目释译，非官方译文；security 在此不是证券，也不是信息安全。	oll-cn-core:cn-security-right | 中华人民共和国民法典（2020） 第386条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::property domain::finance jurisdiction::CN
cn-senior-management:zh-en	高级管理人员	senior management personnel	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	公司法列举的经理、副经理、财务负责人、上市公司董事会秘书及章程规定的其他人员。 这里是特定法律范围，不等于所有岗位名称中带高级的员工。 项目释译，非官方译文；需结合本法列举及公司章程理解。	oll-cn-core:cn-senior-management | 中华人民共和国公司法（2023修订） 第265条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-senior-management:en-zh	senior management personnel	高级管理人员	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	公司法列举的经理、副经理、财务负责人、上市公司董事会秘书及章程规定的其他人员。 这里是特定法律范围，不等于所有岗位名称中带高级的员工。 项目释译，非官方译文；需结合本法列举及公司章程理解。	oll-cn-core:cn-senior-management | 中华人民共和国公司法（2023修订） 第265条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-sensitive-information:zh-en	敏感个人信息	sensitive personal information	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	一旦泄露或非法使用，容易侵害人格尊严或危害人身、财产安全的个人信息。 该条还包括不满十四周岁未成年人的个人信息；处理须有特定目的、充分必要性和严格保护措施。 项目释译，非官方译文；不只指当事人主观认为敏感的信息。	oll-cn-core:cn-sensitive-information | 中华人民共和国个人信息保护法（2021） 第28条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-sensitive-information:en-zh	sensitive personal information	敏感个人信息	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国个人信息保护法（2021）	一旦泄露或非法使用，容易侵害人格尊严或危害人身、财产安全的个人信息。 该条还包括不满十四周岁未成年人的个人信息；处理须有特定目的、充分必要性和严格保护措施。 项目释译，非官方译文；不只指当事人主观认为敏感的信息。	oll-cn-core:cn-sensitive-information | 中华人民共和国个人信息保护法（2021） 第28条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::privacy jurisdiction::CN
cn-standard-terms:zh-en	格式条款	standard terms	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	为重复使用而预先拟定，订约时未与对方协商的条款。 提供方负有相应提示和说明义务；违反义务的法律后果需依条文条件判断。 项目释译，非官方译文；不是仅指文档排版格式。	oll-cn-core:cn-standard-terms | 中华人民共和国民法典（2020） 第496条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
cn-standard-terms:en-zh	standard terms	格式条款	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	为重复使用而预先拟定，订约时未与对方协商的条款。 提供方负有相应提示和说明义务；违反义务的法律后果需依条文条件判断。 项目释译，非官方译文；不是仅指文档排版格式。	oll-cn-core:cn-standard-terms | 中华人民共和国民法典（2020） 第496条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts jurisdiction::CN
